"det_id15","strasse","richtung","position","spur","lon_wgs84","lat_wgs84"
"100101010096763","Boelckestraße","Nord","zwischen Hoeppnerstraße und Eschwegring","HF_2vR","13.378026","52.473530"
"100101010013305","Bornholmer Straße","Ost","zwischen Seelower Straße und Schönhauser Allee, in Höhe Haus Nr. 90","HF_R","13.412194","52.553762"
"100101010013406","Bornholmer Straße","Ost","zwischen Seelower Straße und Schönhauser Allee, in Höhe Haus Nr. 90","HF_2vR","13.412194","52.553762"
"100101010019163","Britzer Damm","Nord","zwischen Koppeweg und Fulhamer Allee,in Höhe Haus Nr. 170 (gegenüber)","HF_R","13.435714","52.448138"
"100101010019264","Britzer Damm","Nord","zwischen Koppeweg und Fulhamer Allee,in Höhe Haus Nr. 170 (gegenüber)","HF_2vR","13.435714","52.448138"
"100101010019365","Britzer Damm","Nord","zwischen Koppeweg und Fulhamer Allee,in Höhe Haus Nr. 170 (gegenüber)","HF_3vR","13.435668","52.448145"
"100101010057862","Brunnenstraße","Süd","zwischen Usedomer Straße und Stralsunder Straße","HF_R","13.394472","52.540124"
"100101010057963","Brunnenstraße","Süd","zwischen Usedomer Straße und Stralsunder Straße","HF_2vR","13.394472","52.540124"
"100101010041795","Brunsbüttler Damm","Ost","zwischen Grünhofer Straße und Elsflether Straße, in Höhe Haus Nr. 35-49","HF_R","13.190848","52.534332"
"100101010041896","Brunsbüttler Damm","West","zwischen Elsflether Straße und Grünhofer Straße, in Höhe Haus Nr. 35-49","HF_R","13.191026","52.534362"
"100101010018355","Buckower Chaussee","Ost","zwischen Glaserweg und Lintruper Straße, in Höhe Haus Nr. 155","HF_R","13.398483","52.413875"
"100101010018456","Buckower Chaussee","Ost","zwischen Glaserweg und Lintruper Straße, in Höhe Haus Nr. 155","HF_2vR","13.398483","52.413875"
"100101010041900","Bundesallee","Nord","zwischen Berliner Straße und Güntzelstraße, in Höhe Haus Nr. 184","HF_R","13.331041","52.488440"
"100101010042001","Bundesallee","Nord","zwischen Berliner Straße und Güntzelstraße, in Höhe Haus Nr. 184","HF_2vR","13.331041","52.488440"
"100101010042102","Bundesallee","Süd","zwischen Güntzelstraße und Berliner Straße, in Höhe Haus Nr. 184","HF_R","13.330910","52.488528"
"100101010042203","Bundesallee","Süd","zwischen Güntzelstraße und Berliner Straße, in Höhe Haus Nr. 184","HF_2vR","13.330910","52.488528"
"100101010073525","Bundesallee","Süd","zwischen Lietzenburger Straße und Spichernstraße","HF_R","13.330464","52.498578"
"100101010073626","Bundesallee","Süd","zwischen Lietzenburger Straße und Spichernstraße","HF_2vR","13.330464","52.498578"
"100101010003100","Buschkrugallee","Nord","zwischen Zeile 1 und Späthstraße","HF_R","13.452912","52.451022"
"100101010003201","Buschkrugallee","Nord","zwischen Zeile 1 und Späthstraße","HF_2vR","13.452912","52.451022"
"100101010000874","Clayallee","Süd","zwischen Scharfestraße und Propst-Süssmilch-Weg, in Höhe Haus Nr. 343","HF_R","13.261301","52.436642"
"100101010000975","Clayallee","Süd","zwischen Scharfestraße und Propst-Süssmilch-Weg, in Höhe Haus Nr. 343","HF_2vR","13.261301","52.436642"
"100101010086659","Dammweg","Nordost","zwischen Sonnenallee und Kiefholzstraße","HF_R","13.469481","52.472675"
"100101010086760","Dammweg","Südwest","zwischen Kiefholzstraße und Sonnenallee","HF_2vR","13.469481","52.472675"
"100101010026742","Danziger Straße","Ost","zwischen Diesterwegstraße und Ella-Kay-Straße, in Höhe Haus Nr. 87","HF_R","13.426620","52.538258"
"100101010026843","Danziger Straße","Ost","zwischen Diesterwegstraße und Ella-Kay-Straße, in Höhe Haus Nr. 87","HF_2vR","13.426620","52.538258"
"100101010026944","Danziger Straße","Ost","zwischen Diesterwegstraße und Ella-Kay-Straße, in Höhe Haus Nr. 87","HF_3vR","13.426620","52.538258"
"100101010041088","Darßer Straße","West","zwischen Barther Straße und Borner Straße, in Höhe Haus Nr. 34","HF_R","13.497951","52.563838"
"100101010041189","Darßer Straße","Ost","zwischen Borner Straße und Barther Straße, in Höhe Haus Nr. 34","HF_R","13.497721","52.563854"
"100101010020678","Edisonstraße","Süd","zwischen Helmholtzstraße und Siemensstraße, in Höhe Haus Nr. 40-41","HF_R","13.513126","52.466607"
"100101010020779","Edisonstraße","Süd","zwischen Helmholtzstraße und Siemensstraße, in Höhe Haus Nr. 40-41","HF_2vR","13.513126","52.466607"
"100101010028459","Eichborndamm","Nord","zwischen Rotbuchenweg und Pannewitzstraße, in Höhe Haus Nr. 198, Ecke Pannewitzstraße","HF_R","13.322927","52.586297"
"100101010028560","Eichborndamm","Nord","zwischen Rotbuchenweg und Pannewitzstraße, in Höhe Haus Nr. 198, Ecke Pannewitzstraße","HF_2vR","13.322927","52.586297"
"100101010055640","Falkenberger Chaussee","Südwest","Brücke nach Pablo-Picasso-Straße","HF_R","13.512272","52.566055"
"100101010055741","Falkenberger Chaussee","Südwest","Brücke nach Pablo-Picasso-Straße","HF_2vR","13.512272","52.566055"
"100101010012594","Falkenseer Damm","Ost","zwischen Flankenschanze und Falkenseer Platz, in Höhe Freiherr-vom-Stein-Oberschule","HF_R","13.200681","52.541521"
"100101010012695","Falkenseer Damm","Ost","zwischen Flankenschanze und Falkenseer Platz, in Höhe Freiherr-vom-Stein-Oberschule","HF_2vR","13.200681","52.541521"
"100101010061603","Fennstraße","Süd","zwischen Müllerstraße und Am Nordhafen","HF_R","13.365078","52.539577"
"100101010061704","Fennstraße","Süd","zwischen Müllerstraße und Am Nordhafen","HF_2vR","13.365078","52.539577"
"100101010061805","Fennstraße","Nord","zwischen Heidestraße und Tegeler Straße, Ecke Tegeler Straße","HF_R","13.361517","52.537794"
"100101010061906","Fennstraße","Nord","zwischen Heidestraße und Tegeler Straße, Ecke Tegeler Straße","HF_2vR","13.361517","52.537794"
"100101010068471","Frankfurter Allee","Ost","zwischen Jungstraße und Finowstraße","HF_R","13.468816","52.514232"
"100101010068572","Frankfurter Allee","Ost","zwischen Jungstraße und Finowstraße","HF_2vR","13.468816","52.514232"
"100101010068673","Frankfurter Allee","Ost","zwischen Jungstraße und Finowstraße","HF_3vR","13.468816","52.514232"
"100101010068774","Frankfurter Allee","West","zwischen Waldeyerstraße und Voigtstraße","HF_R","13.469840","52.514279"
"100101010068875","Frankfurter Allee","West","zwischen Waldeyerstraße und Voigtstraße","HF_2vR","13.469840","52.514279"
"100101010068976","Frankfurter Allee","West","zwischen Waldeyerstraße und Voigtstraße","HF_3vR","13.469840","52.514279"
"100101010064128","Französische Straße","West","zwischen Hedwigskirchgasse und Markgrafenstraße, in Höhe Haus 29","HF_R","13.393701","52.515029"
"100101010064229","Französische Straße","Ost","zwischen Markgrafenstraße und Hedwigskirchgasse, in Höhe Haus 27b","HF_R","13.393677","52.514997"
"100101010035230","Fürstenbrunner Weg","Nord","500 m vor Eingang Kaiser-Wilhelm-Gedächtnis-Friedhof, in Höhe Haus Nr. 20 (gegenüber)","HF_R","13.279951","52.520623"
"100101010035331","Fürstenbrunner Weg","Süd","500 m hinter  Eingang Kaiser-Wilhelm-Gedächtnis-Friedhof, in Höhe Haus Nr. 20","HF_R","13.279876","52.520720"
"100101010064330","Gertraudenstraße","Nordost","zwischen Getraudenbrücke und Fischerinsel, 200 m vor Ecke Breite Straße","HF_R","13.403711","52.512535"
"100101010064431","Gertraudenstraße","Nordost","zwischen Getraudenbrücke und Fischerinsel, 200 m vor Ecke Breite Straße","HF_2vR","13.403711","52.512535"
"100101010064532","Gertraudenstraße","Nordost","zwischen Getraudenbrücke und Fischerinsel, 200 m vor Ecke Breite Straße","HF_3vR","13.403711","52.512535"
"100101010064633","Gertraudenstraße","Südwest","zwischen Brüderstraße und Kleine Getraudenstraße, 70 m nach Einmündung Brüderstraße","HF_R","13.403793","52.512763"
"100101010064734","Gertraudenstraße","Südwest","zwischen Brüderstraße und Kleine Getraudenstraße, 70 m nach Einmündung Brüderstraße","HF_2vR","13.403793","52.512763"
"100101010064835","Gertraudenstraße","Südwest","zwischen Brüderstraße und Kleine Getraudenstraße, 70 m nach Einmündung Brüderstraße","HF_3vR","13.403793","52.512763"
"100101010075040","Gitschiner Straße","West","zwischen Lindenstraße und Wilhelmstraße","HF","13.392490","52.498095"
"100101010075141","Gitschiner Straße","West","zwischen Lindenstraße und Wilhelmstraße","HF_2vR","13.392490","52.498095"
"100101010075242","Gitschiner Straße","West","zwischen Lindenstraße und Wilhelmstraße","BUS","13.392490","52.498095"
"100101010022601","Goebenstraße","West","zwischen Kulmer Straße und Steinmetzstraße, in Höhe Haus Nr. 5, Bereich des Mittelstreifens","HF_R","13.363457","52.494055"
"100101010022702","Goebenstraße","West","zwischen Kulmer Straße und Steinmetzstraße, in Höhe Haus Nr. 5, Bereich des Mittelstreifens","HF_2vR","13.363457","52.494055"
"100101010022803","Goebenstraße","Ost","zwischen Steinmetzstraße und Kulmer  Straße, in Höhe Haus Nr. 5, Bereich des Mittelstreifens","HF_R","13.363201","52.493924"
"100101010022904","Goebenstraße","Ost","zwischen Steinmetzstraße und Kulmer  Straße, in Höhe Haus Nr. 5, Bereich des Mittelstreifens","HF_2vR","13.363201","52.493924"
"100101010042708","Goerzallee","Nord","zwischen Waadter Zeile und Lausanner Straße, Ecke Engadiner Weg","HF_R","13.304074","52.426489"
"100101010042809","Goerzallee","Süd","zwischen Lausanner Straße und Waadter Zeile, Ecke Engadiner Weg","HF_R","13.304129","52.426588"
"100101010056448","Grabbeallee","Nord","zwischen Tschaikowskistraße und Pastor-Niemöller-Platz, 2. Mast nach Tschaikowskistraße","HF_2vR","13.398415","52.577246"
"100101010056549","Grabbeallee","Süd","zwischen Homeyerstraße und Pfeilstraße, 2. Mast nach Homeyerstraße","HF_2vR","13.398891","52.573107"
"100101010003302","Gradestraße","West","zwischen Tempelhofer Weg und A100 AS Gradestraße, in Höhe der Bahnunterführung","HF_R","13.419757","52.452185"
"100101010003403","Gradestraße","West","zwischen Tempelhofer Weg und A100 AS Gradestraße, in Höhe der Bahnunterführung","HF_2vR","13.419757","52.452185"
"100101010003504","Gradestraße","Ost","zwischen A100 AS Gradestraße und Tempelhofer Weg, in Höhe der Bahnunterführung","HF_R","13.419662","52.452070"
"100101010003605","Gradestraße","Ost","zwischen A100 AS Gradestraße und Tempelhofer Weg, in Höhe der Bahnunterführung","HF_2vR","13.419662","52.452070"
"100101010034119","Greifswalder Straße","Süd","zwischen Immanuelkirchstraße und Heinrich-Roller-Straße, in Höhe Haus Nr. 226, vor Heinrich-Roller-Straße","HF_R","13.425466","52.529857"
"100101010034220","Greifswalder Straße","Süd","zwischen Immanuelkirchstraße und Heinrich-Roller-Straße, in Höhe Haus Nr. 226, vor Heinrich-Roller-Straße","HF_2vR","13.425466","52.529857"
"100101010001884","Großbeerenstraße","Nordost","zwischen Körtingstraße und Wilhelm-Pasewaldt-Straße, Ecke Willhelm-Pasewald-Straße","HF_R","13.379267","52.436141"
"100101010001985","Großbeerenstraße","Nordost","zwischen Körtingstraße und Wilhelm-Pasewaldt-Straße, Ecke Willhelm-Pasewald-Straße","HF_2vR","13.379267","52.436141"
"100101010062411","Grunerstraße","Nordost","Tunneleinfahrt Unterführung Alexanderplatz, 2. LM vor S-Bahn-Brücke","AbL_R","13.413210","52.519602"
"100101010062512","Grunerstraße","Nordost","Tunneleinfahrt Unterführung Alexanderplatz, 2. LM vor S-Bahn-Brücke","AbL_2vR","13.413210","52.519602"
"100101010062613","Grunerstraße","Südwest","Tunneleinfahrt Unterführung Alexanderplatz, 2. LM vor S-Bahn-Brücke","ZuL_R","13.413251","52.519722"
"100101010062714","Grunerstraße","Südwest","Tunneleinfahrt Unterführung Alexanderplatz, 2. LM vor S-Bahn-Brücke","ZuL_2vR","13.413251","52.519722"
"100101010023005","Hallesches Ufer","West","zwischen Wilhelmstraße und Großbeerenstraße, in Höhe Haus Nr. 24, ca. 30 m nach Wilhelmstraße","HF_2vR","13.388179","52.498260"
"100101010023106","Hallesches Ufer","West","zwischen Wilhelmstraße und Großbeerenstraße, in Höhe Haus Nr. 24, ca. 30 m nach Wilhelmstraße","HF_3vR","13.388179","52.498260"
"100101010053014","Hallesches Ufer","Nordwest","zwischen Schöneberger Straße und Köthener Straße, 2. LM hinter Schöneberger Straße","HF_R","13.376534","52.502269"
"100101010053115","Hallesches Ufer","Nordwest","zwischen Schöneberger Straße und Köthener Straße, 2. LM hinter Schöneberger Straße","HF_2vR","13.376534","52.502269"
"100101010053216","Hallesches Ufer","Nordwest","zwischen Schöneberger Straße und Köthener Straße, 2. LM hinter Schöneberger Straße","HF_3vR","13.376534","52.502269"
"100101010032200","Hansastraße","Nord","zwischen Neuzeller Weg und Malchower Weg, in Höhe Haus Nr. 236, kurz hinter Einfahrt Parkhaus Hansacenter","HF_R","13.497802","52.560585"
"100101010032301","Hansastraße","Nord","zwischen Neuzeller Weg und Malchower Weg, in Höhe Haus Nr. 236, kurz hinter Einfahrt Parkhaus Hansacenter","HF_2vR","13.497802","52.560585"
"100101010014113","Hardenbergstraße","Süd","zwischen Knesebeckstraße und Steinplatz, ca. 100 m hinter Ernst-Reuter-Platz","HF_R","13.323836","52.510568"
"100101010014214","Hardenbergstraße","Süd","zwischen Knesebeckstraße und Steinplatz, ca. 100 m hinter Ernst-Reuter-Platz","HF_2vR","13.323836","52.510568"
"100101010014315","Hardenbergstraße","Süd","zwischen Knesebeckstraße und Steinplatz, ca. 100 m hinter Ernst-Reuter-Platz","HF_3vR","13.323836","52.510568"
"100101010014416","Hardenbergstraße","Nord","zwischen Steinplatz und Knesebeckstraße, ca. 100 m vor Ernst-Reuter-Platz (gegenüber)","HF_R","13.324106","52.510579"
"100101010014517","Hardenbergstraße","Nord","zwischen Steinplatz und Knesebeckstraße, ca. 100 m vor Ernst-Reuter-Platz (gegenüber)","HF_2vR","13.324106","52.510579"
"100101010014618","Hardenbergstraße","Nord","zwischen Steinplatz und Knesebeckstraße, ca. 100 m vor Ernst-Reuter-Platz (gegenüber)","HF_3vR","13.324106","52.510579"
"100101010011685","Hauptstraße","Südost","zwischen Karlshorster Straße und Emma-Ihrer-Straße, in Höhe Haus Nr. 5","HF_R","13.478905","52.499777"
"100101010011786","Hauptstraße","Südost","zwischen Karlshorster Straße und Emma-Ihrer-Straße, in Höhe Haus Nr. 5","HF_2vR","13.478905","52.499777"
"100101010011887","Hauptstraße","Nordwest","zwischen Schlichtallee und Karlshorster Straße, in Höhe Haus Nr. 5 (gegenüber)","HF_R","13.477584","52.500555"
"100101010011988","Hauptstraße","Nordwest","zwischen Schlichtallee und Karlshorster Straße, in Höhe Haus Nr. 5 (gegenüber)","HF_2vR","13.477584","52.500555"
"100101010022294","Hauptstraße","Südwest","zwischen Helmstraße und Vorbegstraße, in Höhe Haus Nr. 152 (gegenüber)","HF_R","13.358582","52.488695"
"100101010022395","Hauptstraße","Südwest","zwischen Helmstraße und Vorbegstraße, in Höhe Haus Nr. 152 (gegenüber)","HF_2vR","13.358582","52.488695"
"100101010022496","Hauptstraße","Nordost","zwischen Vorbergstraße und Helmstraße, in Höhe Haus Nr. 152","HF_R","13.358680","52.488561"
"100101010022500","Hauptstraße","Nordost","zwischen Vorbergstraße und Helmstraße, in Höhe Haus Nr. 152","HF_2vR","13.358680","52.488561"
"100101010072818","Hauptstraße","Südwest","zwischen Eisenacher Straße und Dominicusstraße","HF_R","13.349684","52.482825"
"100101010072919","Hauptstraße","Südwest","zwischen Eisenacher Straße und Dominicusstraße","HF_2vR","13.349684","52.482825"
"100101010073020","Hauptstraße","Südwest","zwischen Eisenacher Straße und Dominicusstraße","BUS","13.349633","52.482855"
"100101010095046","Hauptstraße","Südwest","zwischen Dominicusstraße und Koburger Straße","HF_R","13.346521","52.480567"
"100101010095147","Hauptstraße","Südwest","zwischen Dominicusstraße und Koburger Straße","HF_2vR","13.346521","52.480567"
"100101010095248","Hauptstraße","Nordost","zwischen Kärntener Straße und Dominicusstraße","HF_R","13.347267","52.480816"
"100101010095349","Hauptstraße","Nordost","zwischen Kärntener Straße und Dominicusstraße","HF_2vR","13.347267","52.480816"
"100101010053923","Heerstraße","Ost","zwischen Pillnitzer Weg und Magistrastsweg, LM 409, ca. 100 m vor Magistratsweg","HF_R","13.156639","52.521340"
"100101010054024","Heerstraße","Ost","zwischen Pillnitzer Weg und Magistrastsweg, LM 409, ca. 100 m vor Magistratsweg","HF_2vR","13.156639","52.521340"
"100101010060892","Heinrich-Heine-Straße","Nord","zwischen Annenstraße und Köpenicker Straße","HF_R","13.415257","52.509374"
"100101010060993","Heinrich-Heine-Straße","Süd","zwischen Köpenicker Straße und Annenstraße","HF_R","13.415434","52.509714"
"100101010057256","Hermannstraße","Nord","zwischen Silbersteinstraße und Siegfriedstraße","HF_R","13.431741","52.466934"
"100101010057357","Hermannstraße","Nord","zwischen Silbersteinstraße und Siegfriedstraße","HF_2vR","13.431741","52.466934"
"100101010057458","Hermannstraße","Süd","zwischen Siegfriedstraße und Silbersteinstraße, auf der Hermannbrücke","HF_R","13.431269","52.467477"
"100101010057559","Hermannstraße","Süd","zwischen Siegfriedstraße und Silbersteinstraße, auf der Hermannbrücke","HF_2vR","13.431269","52.467477"
"100101010091309","Hessische Straße","Nordwest","Hessische Straße","HF_R","13.380508","52.528544"
"100101010036240","Hofjägerallee","Nord","zwischen Tiergartenstraße und Großer Stern, Eingang Tiergarten, in Höhe LM 18","HF_R","13.350817","52.511979"
"100101010036341","Hofjägerallee","Nord","zwischen Tiergartenstraße und Großer Stern, Eingang Tiergarten, in Höhe LM 18","HF_2vR","13.350817","52.511979"
"100101010036442","Hofjägerallee","Nord","zwischen Tiergartenstraße und Großer Stern, Eingang Tiergarten, in Höhe LM 18","HF_3vR","13.350817","52.511979"
"100101010017345","Hohenzollerndamm","Nordost","zwischen Counostraße und AS Hohenzollerndamm, in Höhe Haus Nr. 56 (gegenüber)","HF_R","13.297705","52.486298"
"100101010017446","Hohenzollerndamm","Nordost","zwischen Counostraße und AS Hohenzollerndamm, in Höhe Haus Nr. 56 (gegenüber)","HF_2vR","13.297705","52.486298"
"100101010017547","Hohenzollerndamm","West","zwischen Flinsberger Platz und Elgersburger Straße, in Höhe Haus Nr. 68","HF_R","13.291867","52.483282"
"100101010017648","Hohenzollerndamm","West","zwischen Flinsberger Platz und Elgersburger Straße, in Höhe Haus Nr. 68","HF_2vR","13.291867","52.483282"
"100101010052610","Hohenzollerndamm","West","zwischen Bundesallee und Fasanenstraße, LM 5 – 3. Mast hinter Bundesallee","HF_R","13.329336","52.495280"
"100101010052711","Hohenzollerndamm","West","zwischen Bundesallee und Fasanenstraße, LM 5 – 3. Mast hinter Bundesallee","HF_2vR","13.329336","52.495280"
"100101010052812","Hohenzollerndamm","Ost","zwischen Nikolsburger Straße und Bundesallee, LM 10 – 2. Mast hinter Nikolsburger Straße","HF_R","13.328069","52.494843"
"100101010052913","Hohenzollerndamm","Ost","zwischen Nikolsburger Straße und Bundesallee, LM 10 – 2. Mast hinter Nikolsburger Straße","HF_2vR","13.328069","52.494843"
"100101010063421","Invalidenstraße","Südwest","zwischen Lesser-Ury-Weg und Claire-Waldoff-Promenade, unmittelbar hinter Einmündung Lesser-Ury-Weg","HF_R","13.362778","52.524456"
"100101010091410","Invalidenstraße","West","zwischen Chausseestr und Hessische Straße","HF_R","13.381615","52.530223"
"100101010091511","Invalidenstraße","West","zwischen Chausseestr und Hessische Straße","HF_R","13.381615","52.530223"
"100101010092016","Invalidenstraße","West","zwischen Chausseestr und Hessische Straße","HF_R","13.381101","52.530072"
"100101010092117","Invalidenstraße","Ost","zwischen Hessische Str und Chausseestraße","HF_R","13.380063","52.529681"
"100101010092218","Invalidenstraße","Ost","zwischen Hessische Str und Chausseestraße","HF_2vR","13.380063","52.529681"
"100101010092319","Invalidenstraße","West","in Höhe Haus Nr.30 zwischen Am Nordbahnhof und Chausseestraße","HF_R","13.384598","52.531015"
"100101010092420","Invalidenstraße","West","in Höhe Haus Nr.30 zwischen Am Nordbahnhof und Chausseestraße","HF_2vR","13.384598","52.531015"
"100101010092521","Invalidenstraße","Ost","in Höhe Haus Nr.115 zwischen Chausseestraße und Eichendorffstraße","HF_R","13.384404","52.530869"
"100101010092622","Invalidenstraße","Ost","in Höhe Haus Nr.115 zwischen Chausseestraße und Eichendorffstraße","HF_2vR","13.384404","52.530869"
"100101010093228","Invalidenstraße","West","Höhe Nordbahnhof","HF_R","13.387209","52.531592"
"100101010093329","Invalidenstraße","Ost","Höhe Nordbahnhof","HF_R","13.387089","52.531362"
"100101010032503","Jafféstraße","Nord","zwischen Silingenweg und Heerstraße, ca. 10 m nach Silingenweg","HF_R","13.262167","52.507438"
"100101010032604","Jafféstraße","Nord","zwischen Silingenweg und Heerstraße, ca. 10 m nach Silingenweg","HF_2vR","13.262167","52.507438"
"100101010032705","Jafféstraße","Südost","zwischen Harbigstraße und Messedamm, in Höhe Fußgängerunterführung Messeingang Süd","HF_R","13.268609","52.499730"
"100101010032806","Jafféstraße","Südost","zwischen Harbigstraße und Messedamm, in Höhe Fußgängerunterführung Messeingang Süd","HF_2vR","13.268609","52.499730"
"100101010073323","Joachimstaler Straße","Nord","zwischen Lietzenburger Straße und Kurfürstendamm","HF_R","13.331245","52.501908"
"100101010073424","Joachimstaler Straße","Nord","zwischen Lietzenburger Straße und Kurfürstendamm","HF_2vR","13.331245","52.501908"
"100101010090602","Julie-Wolfthorn-Straße","West","Julie-Wolfthorn-Straße","HF_R","13.386342","52.532990"
"100101010090703","Julie-Wolfthorn-Straße","West","Julie-Wolfthorn-Straße","HF_2vR","13.386342","52.532990"
"100101010090804","Julie-Wolfthorn-Straße","Ost","Julie-Wolfthorn-Straße","HF_R","13.386437","52.532909"
"100101010090905","Julie-Wolfthorn-Straße","Ost","Julie-Wolfthorn-Straße","HF_2vR","13.386437","52.532909"
"100101010099692","Kaiser-Friedrich-Straße","Süd","zwischen Schillerstraße und Pestalozzistraße","HF_R","13.301719","52.509232"
"100101010099793","Kaiser-Friedrich-Straße","Süd","zwischen Schillerstraße und Pestalozzistraße","HF_2vR","13.301719","52.509232"
"100101010099894","Kaiser-Friedrich-Straße","Nord","zwischen Pestalozzistraße und Schillerstraße","HF_R","13.302183","52.508531"
"100101010099995","Kaiser-Friedrich-Straße","Nord","zwischen Pestalozzistraße und Schillerstraße","HF_2vR","13.302183","52.508531"
"100101010056044","Kantstraße","West","zwischen Leibnitzstraße und Weimarer Straße, 2. LM vor Weimarer Straße","HF_R","13.311785","52.506456"
"100101010056145","Kantstraße","West","zwischen Leibnitzstraße und Weimarer Straße, 2. LM vor Weimarer Straße","HF_2vR","13.311785","52.506456"
"100101010056246","Kantstraße","Ost","zwischen Weimarer Straße und Leibnitzstraße","HF_R","13.311568","52.506355"
"100101010056347","Kantstraße","Ost","zwischen Weimarer Straße und Leibnitzstraße","HF_2vR","13.311568","52.506355"
"100101010081407","Karl-Liebknecht-Straße","Südwest","zwischen Bahnbrücke und Spandauer Straße, in Höhe LM 24","BUS","13.405987","52.520862"
"100101010081508","Karl-Liebknecht-Straße","Südwest","zwischen Bahnbrücke und Spandauer Straße, in Höhe LM 24","HF_R","13.405987","52.520862"
"100101010081609","Karl-Liebknecht-Straße","Südwest","zwischen Bahnbrücke und Spandauer Straße, in Höhe LM 24","HF_2vR","13.405987","52.520862"
"100101010081710","Karl-Liebknecht-Straße","Nordost","zwischen Spandauer Straße und Bahnbrücke, in Höhe LM 25","HF_R","13.406579","52.520696"
"100101010081811","Karl-Liebknecht-Straße","Nordost","zwischen Spandauer Straße und Bahnbrücke, in Höhe LM 25","HF_2vR","13.406579","52.520696"
"100101010081912","Karl-Liebknecht-Straße","Nordost","zwischen Spandauer Straße und Bahnbrücke, in Höhe LM 25","BUS","13.406579","52.520696"
"100101010034321","Karl-Marx-Allee","West","zwischen Straße der Pariser Kommune und Koppenstraße, in Höhe Haus Nr. 81","HF_R","13.438467","52.517463"
"100101010034422","Karl-Marx-Allee","West","zwischen Straße der Pariser Kommune und Koppenstraße, in Höhe Haus Nr. 81","HF_2vR","13.438454","52.517430"
"100101010034523","Karl-Marx-Allee","West","zwischen Straße der Pariser Kommune und Koppenstraße, in Höhe Haus Nr. 81","HF_3vR","13.438454","52.517430"
"100101010078575","Karl-Marx-Straße","Süd","zwischen Flughafenstraße und Boddinstraße","HF_R","13.434149","52.481596"
"100101010078676","Karl-Marx-Straße","Süd","zwischen Flughafenstraße und Boddinstraße","HF_2vR","13.434149","52.481596"
"100101010078777","Karl-Marx-Straße","Nordwest","zwischen Erkstraße und Flughafenstraße, erster LM hinter Erkstraße, LM41","HF_R","13.435282","52.480952"
"100101010078878","Karl-Marx-Straße","Nordwest","zwischen Erkstraße und Flughafenstraße, erster LM hinter Erkstraße, LM41","HF_2vR","13.435282","52.480952"
"100101010096258","Katzbachstraße","Nord","zwischen Dudenstraße und Kreuzbergstraße","HF_R","13.376671","52.486276"
"100101010096359","Katzbachstraße","Süd","zwischen Monumentenstraße und Dudenstraße","HF_R","13.376465","52.486551"
"100101010023914","Klingelhöfer Straße","Nord","zwischen Von-der-Heydt-Straße und Köbisstraße, in Höhe Gelände der Kirche","HF_2vR","13.351842","52.508134"
"100101010024015","Klingelhöfer Straße","Nord","zwischen Von-der-Heydt-Straße und Köbisstraße, in Höhe Gelände der Kirche","HF_3vR","13.351842","52.508134"
"100101010024116","Klingelhöfer Straße","Nord","zwischen Von-der-Heydt-Straße und Köbisstraße, in Höhe Gelände der Kirche","HF_4vR","13.351842","52.508134"
"100101010024217","Klingelhöfer Straße","Süd","zwischen Rauchstraße und Corneliusstraße, in Höhe Gelände der Kirche","HF_R","13.351623","52.508231"
"100101010024318","Klingelhöfer Straße","Süd","zwischen Rauchstraße und Corneliusstraße, in Höhe Gelände der Kirche","HF_2vR","13.351623","52.508231"
"100101010024419","Klingelhöfer Straße","Süd","zwischen Rauchstraße und Corneliusstraße, in Höhe Gelände der Kirche","HF_3vR","13.351623","52.508231"
"100101010065946","Kochstraße","Ost","zwischen Wilhelmstraße und Friedrichstraße, in Höhe Haus Nr.7","HF_R","13.388223","52.506551"
"100101010066047","Kochstraße","West","zwischen Friedrichstraße und Wilhelmstraße, in Höhe Haus Nr. 65c","HF_R","13.388906","52.506638"
"100101010036038","Koenigsallee","Nord","zwischen Umgehungschaussee und Gustav-Freytag-Straße, in Höhe Haus Nr. 69, ca. 30 m vor Gustav-Freytag-Straße","HF_R","13.262192","52.481394"
"100101010036139","Koenigsallee","Süd","zwischen Gustav-Freytag-Straße und Umgehungschaussee, in Höhe Haus Nr. 69, ca. 30 m hinter Gustav-Freytag-Straße","HF_R","13.262150","52.481494"
"100101010069380","Königin-Elisabeth-Straße","Süd","zwischen Knobelsdorffstraße und Fredericiastraße","HF_R","13.281476","52.511741"
"100101010069481","Königin-Elisabeth-Straße","Süd","zwischen Knobelsdorffstraße und Fredericiastraße","HF_2vR","13.281476","52.511741"
"100101010074131","Köpenicker Straße","Nordost","zwischen Am Studio und Adlergestell","HF_R","13.548549","52.427418"
"100101010074232","Köpenicker Straße","Nordost","zwischen Am Studio und Adlergestell","HF_2vR","13.548549","52.427418"
"100101010021688","Kurfürstendamm","Ost","zwischen Schwarzbacger Straße und Bornstedter Straße, in Höhe Haus Nr. 129a, ca. 20 m nach Schwarzbacher Straße","HF_R","13.288160","52.496309"
"100101010021789","Kurfürstendamm","Ost","zwischen Schwarzbacger Straße und Bornstedter Straße, in Höhe Haus Nr. 129a, ca. 20 m nach Schwarzbacher Straße","HF_2vR","13.288160","52.496309"
"100101010009867","Landsberger Allee","Ost","zwischen Weißenseer Weg und Vulkanstraße, in Höhe Haus Nr. 204","HF_R","13.478725","52.533128"
